name,usage_line,def_line,scope_type,range_type
MultiDimPoint,1047,324,classes,Long-Range
SCMTree.find,1047,792,methods,Long-Range
query1,1047,1026,locals,Medium-Range
dist1,1047,1003,locals,Long-Range
DataWrapper,1048,429,classes,Long-Range
MultiDimPoint,1048,324,classes,Long-Range
MTree.find,1048,749,methods,Long-Range
query1,1048,1026,locals,Medium-Range
dist1,1048,1003,locals,Long-Range
i,1052,1052,locals,Short-Range
result1,1052,1047,locals,Short-Range
setOne,1053,1051,locals,Short-Range
result1,1053,1047,locals,Short-Range
i,1053,1052,locals,Short-Range
getData,1053,443,methods,Long-Range
i,1055,1055,locals,Short-Range
result2,1055,1048,locals,Short-Range
setTwo,1056,1051,locals,Short-Range
result2,1056,1048,locals,Short-Range
i,1056,1055,locals,Short-Range
getData,1056,443,methods,Long-Range
compareStringSets,1058,819,methods,Long-Range
setOne,1058,1051,locals,Short-Range
setTwo,1058,1051,locals,Short-Range
SCMTree.find,1061,792,methods,Long-Range
query2,1061,1027,locals,Long-Range
dist2,1061,1004,locals,Long-Range
result1,1061,1047,locals,Medium-Range
MTree.find,1062,749,methods,Long-Range
query2,1062,1027,locals,Long-Range
dist2,1062,1004,locals,Long-Range
result2,1062,1048,locals,Medium-Range
setOne,1065,1051,locals,Medium-Range
setTwo,1066,1051,locals,Medium-Range
i,1067,1067,locals,Short-Range
result1,1067,1061,locals,Short-Range
setOne,1068,1065,locals,Short-Range
result1,1068,1061,locals,Short-Range
i,1068,1067,locals,Short-Range
getData,1068,443,methods,Long-Range
i,1070,1070,locals,Short-Range
result2,1070,1062,locals,Short-Range
setTwo,1071,1066,locals,Short-Range
result2,1071,1062,locals,Short-Range
i,1071,1070,locals,Short-Range
getData,1071,443,methods,Long-Range
compareStringSets,1073,819,methods,Long-Range
setOne,1073,1065,locals,Short-Range
setTwo,1073,1066,locals,Short-Range
Random,1081,3,libraries,Long-Range
MultiDimPoint,1082,324,classes,Long-Range
SCMTree,1082,767,classes,Long-Range
internalNodeSize,1082,1078,locals,Short-Range
leafNodeSize,1082,1078,locals,Short-Range
MultiDimPoint,1083,324,classes,Long-Range
MTree,1083,724,classes,Long-Range
internalNodeSize,1083,1078,locals,Short-Range
leafNodeSize,1083,1078,locals,Short-Range
MultiDimPoint,1086,324,classes,Long-Range
MultiDimPoint,1087,324,classes,Long-Range
orderThemOrNot,1090,1077,locals,Medium-Range
i,1092,1092,locals,Short-Range
numPoints,1092,1078,locals,Medium-Range
numDims,1093,1077,locals,Medium-Range
i,1093,1092,locals,Short-Range
numDims,1094,1077,locals,Medium-Range
i,1094,1092,locals,Short-Range
SCMTree.insert,1095,780,methods,Long-Range
MultiDimPoint,1095,324,classes,Long-Range
temp1,1095,1093,locals,Short-Range
MTree.insert,1096,737,methods,Long-Range
MultiDimPoint,1096,324,classes,Long-Range
temp2,1096,1094,locals,Short-Range
MultiDimPoint,1100,324,classes,Long-Range
numDims,1100,1077,locals,Medium-Range
numPoints,1100,1078,locals,Medium-Range
query1,1100,1086,locals,Medium-Range
MultiDimPoint,1101,324,classes,Long-Range
numDims,1101,1077,locals,Medium-Range
query2,1101,1087,locals,Medium-Range
i,1106,1106,locals,Short-Range
numPoints,1106,1078,locals,Medium-Range
numDims,1107,1077,locals,Medium-Range
numDims,1108,1077,locals,Long-Range
j,1109,1109,locals,Short-Range
numDims,1109,1077,locals,Long-Range
rn,1110,1081,locals,Medium-Range
temp1,1112,1107,locals,Short-Range
j,1112,1109,locals,Short-Range
curVal,1112,1110,locals,Short-Range
temp2,1113,1108,locals,Short-Range
j,1113,1109,locals,Short-Range
curVal,1113,1110,locals,Short-Range
SCMTree.insert,1118,780,methods,Long-Range
MultiDimPoint,1118,324,classes,Long-Range
temp1,1118,1107,locals,Medium-Range
MTree.insert,1119,737,methods,Long-Range
MultiDimPoint,1119,324,classes,Long-Range
temp2,1119,1108,locals,Medium-Range
MultiDimPoint,1123,324,classes,Long-Range
numDims,1123,1077,locals,Long-Range
query1,1123,1100,locals,Medium-Range
MultiDimPoint,1124,324,classes,Long-Range
numDims,1124,1077,locals,Long-Range
query2,1124,1101,locals,Medium-Range
minDepth,1127,1077,locals,Long-Range
MTree.depth,1127,761,methods,Long-Range
DataWrapper,1130,429,classes,Long-Range
MultiDimPoint,1130,324,classes,Long-Range
SCMTree.findKClosest,1130,797,methods,Long-Range
query1,1130,1123,locals,Short-Range
querySize,1130,1078,locals,Long-Range
DataWrapper,1131,429,classes,Long-Range
MultiDimPoint,1131,324,classes,Long-Range
MTree.findKClosest,1131,754,methods,Long-Range
query1,1131,1123,locals,Short-Range
querySize,1131,1078,locals,Long-Range
i,1135,1135,locals,Short-Range
result1,1135,1130,locals,Short-Range
setOne,1136,1134,locals,Short-Range
result1,1136,1130,locals,Short-Range
i,1136,1135,locals,Short-Range
getData,1136,443,methods,Long-Range
i,1138,1138,locals,Short-Range
result2,1138,1131,locals,Short-Range
setTwo,1139,1134,locals,Short-Range
result2,1139,1131,locals,Short-Range
i,1139,1138,locals,Short-Range
getData,1139,443,methods,Long-Range
compareStringSets,1141,819,methods,Long-Range
setOne,1141,1134,locals,Short-Range
setTwo,1141,1134,locals,Short-Range
SCMTree.findKClosest,1144,797,methods,Long-Range
query2,1144,1124,locals,Medium-Range
querySize,1144,1078,locals,Long-Range
result1,1144,1130,locals,Medium-Range
MTree.findKClosest,1145,754,methods,Long-Range
query2,1145,1124,locals,Medium-Range
querySize,1145,1078,locals,Long-Range
result2,1145,1131,locals,Medium-Range
setOne,1148,1134,locals,Medium-Range
setTwo,1149,1134,locals,Medium-Range
i,1150,1150,locals,Short-Range
result1,1150,1144,locals,Short-Range
setOne,1151,1148,locals,Short-Range
result1,1151,1144,locals,Short-Range
i,1151,1150,locals,Short-Range
getData,1151,443,methods,Long-Range
i,1153,1153,locals,Short-Range
result2,1153,1145,locals,Short-Range
setTwo,1154,1149,locals,Short-Range
result2,1154,1145,locals,Short-Range
i,1154,1153,locals,Short-Range
getData,1154,443,methods,Long-Range
compareStringSets,1156,819,methods,Long-Range
setOne,1156,1148,locals,Short-Range
setTwo,1156,1149,locals,Short-Range
testOneDimRangeQuery,1165,856,methods,Long-Range
testOneDimRangeQuery,1169,856,methods,Long-Range
testOneDimRangeQuery,1173,856,methods,Long-Range
testOneDimRangeQuery,1177,856,methods,Long-Range
testMultiDimRangeQuery,1181,976,methods,Long-Range
testMultiDimRangeQuery,1185,976,methods,Long-Range
testMultiDimRangeQuery,1189,976,methods,Long-Range
testMultiDimRangeQuery,1193,976,methods,Long-Range
testOneDimRangeQuery,1202,856,methods,Long-Range
testOneDimRangeQuery,1206,856,methods,Long-Range
testOneDimRangeQuery,1210,856,methods,Long-Range
testOneDimRangeQuery,1214,856,methods,Long-Range
testMultiDimRangeQuery,1218,976,methods,Long-Range
testMultiDimRangeQuery,1222,976,methods,Long-Range
testMultiDimRangeQuery,1226,976,methods,Long-Range
testMultiDimRangeQuery,1230,976,methods,Long-Range
testOneDimRangeQuery,1239,856,methods,Long-Range
testOneDimRangeQuery,1243,856,methods,Long-Range
testOneDimRangeQuery,1247,856,methods,Long-Range
testOneDimRangeQuery,1251,856,methods,Long-Range
testMultiDimRangeQuery,1255,976,methods,Long-Range
testMultiDimRangeQuery,1259,976,methods,Long-Range
testMultiDimRangeQuery,1263,976,methods,Long-Range
testMultiDimRangeQuery,1267,976,methods,Long-Range
testOneDimTopKQuery,1276,914,methods,Long-Range
testOneDimTopKQuery,1280,914,methods,Long-Range
testOneDimTopKQuery,1284,914,methods,Long-Range
testOneDimTopKQuery,1288,914,methods,Long-Range
testMultiDimTopKQuery,1292,1077,methods,Long-Range
testMultiDimTopKQuery,1296,1077,methods,Long-Range
testMultiDimTopKQuery,1300,1077,methods,Long-Range
testMultiDimTopKQuery,1304,1077,methods,Long-Range
