name,usage_line,def_line,scope_type,range_type
changeCols,1333,1322,locals,Medium-Range
ColumnMajorDoubleMatrix,1335,355,classes,Long-Range
numRows,1335,1311,locals,Medium-Range
numCols,1335,1312,locals,Medium-Range
myMatrix,1335,1303,locals,Long-Range
numCols,1336,1312,locals,Medium-Range
testVal,1336,1328,locals,Short-Range
setRow,1336,1304,locals,Long-Range
numRows,1337,1311,locals,Medium-Range
changeVal,1337,1329,locals,Short-Range
setCol,1337,1305,locals,Long-Range
testRowColCombo,1338,1533,methods,Long-Range
myMatrix,1338,1335,locals,Short-Range
changeCol,1338,1333,locals,Short-Range
changeRow,1338,1331,locals,Short-Range
setRow,1338,1336,locals,Short-Range
setCol,1338,1337,locals,Short-Range
ColumnMajorDoubleMatrix,1340,355,classes,Long-Range
numRows,1340,1311,locals,Medium-Range
numCols,1340,1312,locals,Medium-Range
myMatrix,1340,1335,locals,Short-Range
numCols,1341,1312,locals,Medium-Range
testVal,1341,1328,locals,Medium-Range
setRow,1341,1336,locals,Short-Range
numRows,1342,1311,locals,Long-Range
changeVal,1342,1329,locals,Medium-Range
setCol,1342,1337,locals,Short-Range
testColRowCombo,1343,1570,methods,Long-Range
myMatrix,1343,1340,locals,Short-Range
changeCol,1343,1333,locals,Short-Range
changeRow,1343,1331,locals,Medium-Range
setRow,1343,1341,locals,Short-Range
setCol,1343,1342,locals,Short-Range
RowMajorDoubleMatrix,1345,405,classes,Long-Range
numRows,1345,1311,locals,Long-Range
numCols,1345,1312,locals,Long-Range
myMatrix,1345,1340,locals,Short-Range
numCols,1346,1312,locals,Long-Range
testVal,1346,1328,locals,Medium-Range
setRow,1346,1341,locals,Short-Range
numRows,1347,1311,locals,Long-Range
changeVal,1347,1329,locals,Medium-Range
setCol,1347,1342,locals,Short-Range
testRowColCombo,1348,1533,methods,Long-Range
myMatrix,1348,1345,locals,Short-Range
changeCol,1348,1333,locals,Medium-Range
changeRow,1348,1331,locals,Medium-Range
setRow,1348,1346,locals,Short-Range
setCol,1348,1347,locals,Short-Range
RowMajorDoubleMatrix,1350,405,classes,Long-Range
numRows,1350,1311,locals,Long-Range
numCols,1350,1312,locals,Long-Range
myMatrix,1350,1345,locals,Short-Range
numCols,1351,1312,locals,Long-Range
testVal,1351,1328,locals,Medium-Range
setRow,1351,1346,locals,Short-Range
numRows,1352,1311,locals,Long-Range
changeVal,1352,1329,locals,Medium-Range
setCol,1352,1347,locals,Short-Range
testColRowCombo,1353,1570,methods,Long-Range
myMatrix,1353,1350,locals,Short-Range
changeCol,1353,1333,locals,Medium-Range
changeRow,1353,1331,locals,Medium-Range
setRow,1353,1351,locals,Short-Range
setCol,1353,1352,locals,Short-Range
entry_val,1384,1375,locals,Short-Range
correct_val,1384,1379,locals,Short-Range
j_entry,1388,1375,locals,Medium-Range
j_row,1388,1375,locals,Medium-Range
row_val,1389,1375,locals,Medium-Range
i_entry,1389,1375,locals,Medium-Range
correct_val,1389,1384,locals,Short-Range
row_val,1392,1375,locals,Medium-Range
correct_row,1392,1377,locals,Medium-Range
myMatrix,1395,1375,locals,Medium-Range
j_entry,1395,1375,locals,Medium-Range
i_entry,1395,1375,locals,Medium-Range
entry_val,1395,1375,locals,Medium-Range
myMatrix,1396,1375,locals,Medium-Range
j_row,1396,1375,locals,Medium-Range
row_val,1396,1375,locals,Medium-Range
testGetRow,1398,1604,methods,Long-Range
myMatrix,1398,1375,locals,Medium-Range
j_row,1398,1375,locals,Medium-Range
correct_row,1398,1392,locals,Short-Range
testGetEntry,1399,1630,methods,Long-Range
myMatrix,1399,1375,locals,Medium-Range
i_entry,1399,1375,locals,Medium-Range
j_entry,1399,1375,locals,Medium-Range
correct_val,1399,1389,locals,Short-Range
entry_val,1423,1416,locals,Short-Range
correct_val,1423,1420,locals,Short-Range
row_val,1424,1416,locals,Short-Range
correct_row,1424,1418,locals,Short-Range
myMatrix,1427,1416,locals,Medium-Range
j_row,1427,1416,locals,Medium-Range
row_val,1427,1416,locals,Medium-Range
myMatrix,1428,1416,locals,Medium-Range
j_entry,1428,1416,locals,Medium-Range
i_entry,1428,1416,locals,Medium-Range
entry_val,1428,1416,locals,Medium-Range
j_entry,1432,1416,locals,Medium-Range
j_row,1432,1416,locals,Medium-Range
correct_row,1433,1424,locals,Short-Range
i_entry,1433,1416,locals,Medium-Range
entry_val,1433,1416,locals,Medium-Range
testGetRow,1437,1604,methods,Long-Range
myMatrix,1437,1416,locals,Medium-Range
j_row,1437,1416,locals,Medium-Range
row_val,1437,1416,locals,Medium-Range
testGetEntry,1438,1630,methods,Long-Range
myMatrix,1438,1416,locals,Medium-Range
i_entry,1438,1416,locals,Medium-Range
j_entry,1438,1416,locals,Medium-Range
correct_val,1438,1423,locals,Medium-Range
entry_val,1461,1455,locals,Short-Range
correct_val,1461,1458,locals,Short-Range
i_entry,1466,1455,locals,Medium-Range
i_col,1466,1455,locals,Medium-Range
col_val,1467,1455,locals,Medium-Range
j_entry,1467,1455,locals,Medium-Range
correct_val,1467,1461,locals,Short-Range
col_val,1471,1455,locals,Medium-Range
correct_col,1471,1456,locals,Medium-Range
myMatrix,1474,1455,locals,Medium-Range
j_entry,1474,1455,locals,Medium-Range
i_entry,1474,1455,locals,Medium-Range
entry_val,1474,1455,locals,Medium-Range
myMatrix,1475,1455,locals,Medium-Range
i_col,1475,1455,locals,Medium-Range
col_val,1475,1455,locals,Medium-Range
testGetColumn,1478,1647,methods,Long-Range
myMatrix,1478,1455,locals,Medium-Range
i_col,1478,1455,locals,Medium-Range
correct_col,1478,1471,locals,Short-Range
testGetEntry,1479,1630,methods,Long-Range
myMatrix,1479,1455,locals,Medium-Range
i_entry,1479,1455,locals,Medium-Range
j_entry,1479,1455,locals,Medium-Range
correct_val,1479,1467,locals,Medium-Range
entry_val,1502,1496,locals,Short-Range
correct_val,1502,1499,locals,Short-Range
col_val,1503,1496,locals,Short-Range
correct_col,1503,1497,locals,Short-Range
myMatrix,1506,1496,locals,Short-Range
i_col,1506,1496,locals,Short-Range
col_val,1506,1496,locals,Short-Range
myMatrix,1507,1496,locals,Medium-Range
j_entry,1507,1496,locals,Medium-Range
i_entry,1507,1496,locals,Medium-Range
entry_val,1507,1496,locals,Medium-Range
i_entry,1511,1496,locals,Medium-Range
i_col,1511,1496,locals,Medium-Range
correct_col,1512,1503,locals,Short-Range
j_entry,1512,1496,locals,Medium-Range
entry_val,1512,1496,locals,Medium-Range
testGetColumn,1516,1647,methods,Long-Range
myMatrix,1516,1496,locals,Medium-Range
i_col,1516,1496,locals,Medium-Range
col_val,1516,1496,locals,Medium-Range
testGetEntry,1517,1630,methods,Long-Range
myMatrix,1517,1496,locals,Medium-Range
i_entry,1517,1496,locals,Medium-Range
j_entry,1517,1496,locals,Medium-Range
correct_val,1517,1502,locals,Medium-Range
row_val,1540,1533,locals,Short-Range
correct_row,1540,1536,locals,Short-Range
col_val,1542,1533,locals,Short-Range
correct_col,1542,1535,locals,Short-Range
myMatrix,1545,1533,locals,Medium-Range
i_col,1545,1533,locals,Medium-Range
col_val,1545,1533,locals,Medium-Range
myMatrix,1546,1533,locals,Medium-Range
j_row,1546,1533,locals,Medium-Range
row_val,1546,1533,locals,Medium-Range
correct_col,1549,1542,locals,Short-Range
j_row,1549,1533,locals,Medium-Range
row_val,1549,1533,locals,Medium-Range
testGetColumn,1552,1647,methods,Long-Range
myMatrix,1552,1533,locals,Medium-Range
i_col,1552,1533,locals,Medium-Range
correct_col,1552,1542,locals,Short-Range
testGetRow,1553,1604,methods,Long-Range
myMatrix,1553,1533,locals,Medium-Range
j_row,1553,1533,locals,Medium-Range
correct_row,1553,1540,locals,Medium-Range
row_val,1577,1570,locals,Short-Range
correct_row,1577,1573,locals,Short-Range
col_val,1579,1570,locals,Short-Range
correct_col,1579,1572,locals,Short-Range
myMatrix,1582,1570,locals,Medium-Range
j_row,1582,1570,locals,Medium-Range
row_val,1582,1570,locals,Medium-Range
myMatrix,1583,1570,locals,Medium-Range
i_col,1583,1570,locals,Medium-Range
col_val,1583,1570,locals,Medium-Range
correct_row,1586,1577,locals,Short-Range
i_col,1586,1570,locals,Medium-Range
col_val,1586,1570,locals,Medium-Range
testGetColumn,1589,1647,methods,Long-Range
myMatrix,1589,1570,locals,Medium-Range
i_col,1589,1570,locals,Medium-Range
correct_col,1589,1579,locals,Short-Range
testGetRow,1590,1604,methods,Medium-Range
myMatrix,1590,1570,locals,Medium-Range
j_row,1590,1570,locals,Medium-Range
correct_row,1590,1577,locals,Medium-Range
myMatrix,1609,1604,locals,Short-Range
j,1609,1604,locals,Short-Range
retrievedRow,1609,1605,locals,Short-Range
i,1612,1612,locals,Short-Range
myMatrix,1612,1604,locals,Short-Range
retrievedRow,1613,1609,locals,Short-Range
i,1613,1612,locals,Short-Range
expectedRow,1613,1604,locals,Short-Range
myMatrix,1633,1630,locals,Short-Range
j,1633,1630,locals,Short-Range
i,1633,1630,locals,Short-Range
expectedVal,1633,1630,locals,Short-Range
myMatrix,1651,1647,locals,Short-Range
i,1651,1647,locals,Short-Range
retrievedColumn,1651,1648,locals,Short-Range
j,1654,1654,locals,Short-Range
myMatrix,1654,1647,locals,Short-Range
retrievedColumn,1655,1651,locals,Short-Range
j,1655,1654,locals,Short-Range
expectedCol,1655,1647,locals,Short-Range
Random,1664,2,libraries,Long-Range
len,1665,1664,locals,Short-Range
i,1666,1666,locals,Short-Range
len,1666,1664,locals,Short-Range
returnVal,1668,1665,locals,Short-Range
i,1668,1666,locals,Short-Range
useMe,1668,1664,locals,Short-Range
returnVal,1673,1665,locals,Short-Range
Random,1677,2,libraries,Long-Range
fillMe,1679,1677,locals,Short-Range
i,1682,1682,locals,Short-Range
fillMe,1682,1677,locals,Short-Range
useMe,1686,1677,locals,Short-Range
createRandomVector,1687,1664,methods,Medium-Range
fillMe,1687,1677,locals,Short-Range
useMe,1687,1677,locals,Short-Range
fillMe,1688,1677,locals,Medium-Range
i,1688,1682,locals,Short-Range
temp,1688,1687,locals,Short-Range
j,1689,1689,locals,Short-Range
fillMe,1689,1677,locals,Medium-Range
temp,1690,1687,locals,Short-Range
j,1690,1689,locals,Short-Range
returnVal,1690,1679,locals,Medium-Range
i,1690,1682,locals,Short-Range
returnVal,1698,1679,locals,Medium-Range
Random,1702,2,libraries,Long-Range
fillMe,1704,1702,locals,Short-Range
i,1707,1707,locals,Short-Range
fillMe,1707,1702,locals,Short-Range
useMe,1711,1702,locals,Short-Range
createRandomVector,1712,1664,methods,Long-Range
fillMe,1712,1702,locals,Short-Range
useMe,1712,1702,locals,Short-Range
fillMe,1713,1702,locals,Medium-Range
i,1713,1707,locals,Short-Range
temp,1713,1712,locals,Short-Range
j,1714,1714,locals,Short-Range
fillMe,1714,1702,locals,Medium-Range
temp,1715,1712,locals,Short-Range
j,1715,1714,locals,Short-Range
returnVal,1715,1704,locals,Medium-Range
i,1715,1707,locals,Short-Range
returnVal,1724,1704,locals,Medium-Range
Random,1728,2,libraries,Long-Range
fillMe,1730,1728,locals,Short-Range
i,1733,1733,locals,Short-Range
fillMe,1733,1728,locals,Short-Range
useMe,1737,1728,locals,Short-Range
createRandomVector,1738,1664,methods,Long-Range
fillMe,1738,1728,locals,Short-Range
useMe,1738,1728,locals,Short-Range
fillMe,1739,1728,locals,Medium-Range
i,1739,1733,locals,Short-Range
temp,1739,1738,locals,Short-Range
j,1740,1740,locals,Short-Range
fillMe,1740,1728,locals,Medium-Range
temp,1741,1738,locals,Short-Range
j,1741,1740,locals,Short-Range
returnVal,1741,1730,locals,Medium-Range
i,1741,1733,locals,Short-Range
returnVal,1750,1730,locals,Medium-Range
i,1758,1758,locals,Short-Range
first,1758,1753,locals,Short-Range
j,1759,1759,locals,Short-Range
second,1759,1753,locals,Short-Range
firstArray,1760,1754,locals,Short-Range
i,1760,1758,locals,Short-Range
j,1760,1759,locals,Short-Range
secondArray,1760,1754,locals,Short-Range
second,1760,1753,locals,Short-Range
firstArray,1761,1754,locals,Short-Range
i,1761,1758,locals,Short-Range
j,1761,1759,locals,Short-Range
first,1761,1753,locals,Short-Range
i,1773,1773,locals,Short-Range
numRows,1773,1769,locals,Short-Range
j,1775,1775,locals,Short-Range
numColumns,1775,1769,locals,Short-Range
firstArray,1776,1769,locals,Short-Range
i,1776,1773,locals,Short-Range
j,1776,1775,locals,Short-Range
total,1776,1774,locals,Short-Range
total,1778,1774,locals,Short-Range
res,1778,1769,locals,Short-Range
i,1778,1773,locals,Short-Range
i,1790,1790,locals,Short-Range
numColumns,1790,1786,locals,Short-Range
j,1792,1792,locals,Short-Range
numRows,1792,1786,locals,Short-Range
firstArray,1793,1786,locals,Short-Range
j,1793,1792,locals,Short-Range
i,1793,1790,locals,Short-Range
total,1793,1791,locals,Short-Range
total,1795,1791,locals,Short-Range
res,1795,1786,locals,Short-Range
i,1795,1790,locals,Short-Range
Random,1805,2,libraries,Long-Range
RowMajorDoubleMatrix,1806,405,classes,Long-Range
RowMajorDoubleMatrix,1807,405,classes,Long-Range
fillMatrixLeaveEmptyRows,1808,1677,methods,Long-Range
first,1808,1806,locals,Short-Range
myRand,1808,1805,locals,Short-Range
fillMatrixLeaveEmptyRows,1809,1677,methods,Long-Range
second,1809,1807,locals,Short-Range
myRand,1809,1805,locals,Short-Range
RowMajorDoubleMatrix.addMyselfToHim,1812,423,methods,Long-Range
second,1812,1807,locals,Short-Range
makeSureAdditionResultIsCorrect,1815,1753,methods,Long-Range
first,1815,1806,locals,Short-Range
second,1815,1807,locals,Short-Range
firstArray,1815,1808,locals,Short-Range
secondArray,1815,1809,locals,Short-Range
Random,1824,2,libraries,Long-Range
ColumnMajorDoubleMatrix,1825,355,classes,Long-Range
ColumnMajorDoubleMatrix,1826,355,classes,Long-Range
fillMatrixLeaveEmptyColumns,1827,1702,methods,Long-Range
first,1827,1825,locals,Short-Range
myRand,1827,1824,locals,Short-Range
fillMatrixLeaveEmptyColumns,1828,1702,methods,Long-Range
second,1828,1826,locals,Short-Range
myRand,1828,1824,locals,Short-Range
ColumnMajorDoubleMatrix.addMyselfToHim,1831,373,methods,Long-Range
second,1831,1826,locals,Short-Range
makeSureAdditionResultIsCorrect,1834,1753,methods,Long-Range
first,1834,1825,locals,Short-Range
second,1834,1826,locals,Short-Range
firstArray,1834,1827,locals,Short-Range
secondArray,1834,1828,locals,Short-Range
Random,1843,2,libraries,Long-Range
ColumnMajorDoubleMatrix,1844,355,classes,Long-Range
RowMajorDoubleMatrix,1845,405,classes,Long-Range
fillMatrixLeaveEmptyColumns,1846,1702,methods,Long-Range
first,1846,1844,locals,Short-Range
myRand,1846,1843,locals,Short-Range
fillMatrixLeaveEmptyRows,1847,1677,methods,Long-Range
second,1847,1845,locals,Short-Range
myRand,1847,1843,locals,Short-Range
ColumnMajorDoubleMatrix.addMyselfToHim,1850,373,methods,Long-Range
second,1850,1845,locals,Short-Range
makeSureAdditionResultIsCorrect,1853,1753,methods,Long-Range
first,1853,1844,locals,Short-Range
second,1853,1845,locals,Short-Range
firstArray,1853,1846,locals,Short-Range
secondArray,1853,1847,locals,Short-Range
Random,1862,2,libraries,Long-Range
RowMajorDoubleMatrix,1863,405,classes,Long-Range
ColumnMajorDoubleMatrix,1864,355,classes,Long-Range
fillMatrixLeaveEmptyRows,1865,1677,methods,Long-Range
first,1865,1863,locals,Short-Range
myRand,1865,1862,locals,Short-Range
fillMatrixLeaveEmptyColumns,1866,1702,methods,Long-Range
second,1866,1864,locals,Short-Range
myRand,1866,1862,locals,Short-Range
RowMajorDoubleMatrix.addMyselfToHim,1869,423,methods,Long-Range
second,1869,1864,locals,Short-Range
makeSureAdditionResultIsCorrect,1872,1753,methods,Long-Range
first,1872,1863,locals,Short-Range
second,1872,1864,locals,Short-Range
firstArray,1872,1865,locals,Short-Range
secondArray,1872,1866,locals,Short-Range
Random,1879,2,libraries,Long-Range
ColumnMajorDoubleMatrix,1880,355,classes,Long-Range
fillMatrixLeaveEmptyColumns,1881,1702,methods,Long-Range
tester,1881,1880,locals,Short-Range
myRand,1881,1879,locals,Short-Range
tester,1882,1880,locals,Short-Range
makeSureSumColumnsIsCorrect,1883,1769,methods,Long-Range
res,1883,1882,locals,Short-Range
array,1883,1881,locals,Short-Range
Random,1887,2,libraries,Long-Range
RowMajorDoubleMatrix,1888,405,classes,Long-Range
fillMatrixLeaveEmptyRows,1889,1677,methods,Long-Range
tester,1889,1888,locals,Short-Range
myRand,1889,1887,locals,Short-Range
tester,1890,1888,locals,Short-Range
makeSureSumColumnsIsCorrect,1891,1769,methods,Long-Range
res,1891,1890,locals,Short-Range
array,1891,1889,locals,Short-Range
Random,1895,2,libraries,Long-Range
ColumnMajorDoubleMatrix,1896,355,classes,Long-Range
fillMatrixLeaveEmptyColumns,1897,1702,methods,Long-Range
tester,1897,1896,locals,Short-Range
myRand,1897,1895,locals,Short-Range
tester,1898,1896,locals,Short-Range
makeSureSumRowsIsCorrect,1899,1786,methods,Long-Range
res,1899,1898,locals,Short-Range
array,1899,1897,locals,Short-Range
Random,1903,2,libraries,Long-Range
RowMajorDoubleMatrix,1904,405,classes,Long-Range
fillMatrixLeaveEmptyRows,1905,1677,methods,Long-Range
tester,1905,1904,locals,Short-Range
myRand,1905,1903,locals,Short-Range
tester,1906,1904,locals,Short-Range
makeSureSumRowsIsCorrect,1907,1786,methods,Long-Range
res,1907,1906,locals,Short-Range
array,1907,1905,locals,Short-Range
